CTE, steer-value, p-term, i-term, d-term
0.8077,-0.1680,0.8077,490.8399,0.0248
0.8154,-0.1397,0.8154,491.6553,0.0077
0.8200,-0.1350,0.8200,492.4753,0.0046
0.8203,-0.1278,0.8203,493.2956,0.0003
0.8160,-0.1196,0.8160,494.1116,-0.0043
0.8087,-0.1139,0.8087,494.9203,-0.0073
0.7855,-0.0848,0.7855,495.7058,-0.0232
0.7696,-0.0957,0.7696,496.4754,-0.0159
0.7510,-0.0894,0.7510,497.2264,-0.0186
0.7297,-0.0829,0.7297,497.9561,-0.0213
0.6792,-0.0285,0.6792,498.6353,-0.0505
0.6501,-0.0622,0.6501,499.2854,-0.0291
0.6189,-0.0557,0.6189,499.9043,-0.0312
0.5854,-0.0487,0.5854,500.4897,-0.0335
0.5496,-0.0415,0.5496,501.0393,-0.0358
0.5118,-0.0345,0.5118,501.5511,-0.0378
0.4720,-0.0274,0.4720,502.0231,-0.0398
0.3866,0.0582,0.3866,502.4097,-0.0854
0.3413,-0.0057,0.3413,502.7510,-0.0453
0.2950,0.0004,0.2950,503.0460,-0.0463
0.1985,0.0949,0.1985,503.2445,-0.0965
0.1514,0.0153,0.1514,503.3959,-0.0471
0.1252,-0.0177,0.1252,503.5211,-0.0262
0.1194,-0.0518,0.1194,503.6405,-0.0058
0.1337,-0.0874,0.1337,503.7742,0.0143
0.1680,-0.1247,0.1680,503.9422,0.0343
0.2622,-0.2355,0.2622,504.2044,0.0942
0.3075,-0.1567,0.3075,504.5119,0.0453
0.3502,-0.1563,0.3502,504.8621,0.0427
0.3904,-0.1560,0.3904,505.2525,0.0402
0.4281,-0.1553,0.4281,505.6806,0.0377
0.4630,-0.1539,0.4630,506.1436,0.0349
0.5256,-0.2070,0.5256,506.6692,0.0626
0.5533,-0.1504,0.5533,507.2225,0.0277
0.5995,-0.1863,0.5995,507.8220,0.0462
0.6183,-0.1415,0.6183,508.4403,0.0188
0.6340,-0.1378,0.6340,509.0743,0.0157
0.6567,-0.1519,0.6567,509.7310,0.0227
0.6638,-0.1262,0.6638,510.3948,0.0071
0.6678,-0.1213,0.6678,511.0626,0.0040
0.6689,-0.1166,0.6689,511.7315,0.0011
0.6624,-0.1031,0.6624,512.3939,-0.0065
0.6442,-0.0816,0.6442,513.0381,-0.0182
0.6146,-0.0594,0.6146,513.6527,-0.0296
0.5956,-0.0757,0.5956,514.2483,-0.0190
0.5502,-0.0266,0.5502,514.7985,-0.0454
0.4948,-0.0044,0.4948,515.2933,-0.0554
0.4637,-0.0428,0.4637,515.7570,-0.0311
0.4307,-0.0364,0.4307,516.1877,-0.0330
0.3957,-0.0297,0.3957,516.5834,-0.0350
0.3587,-0.0229,0.3587,516.9421,-0.0370
0.2791,0.0571,0.2791,517.2212,-0.0796
0.1927,0.0768,0.1927,517.4139,-0.0864
0.1478,0.0105,0.1478,517.5617,-0.0449
0.0564,0.0983,0.0564,517.6181,-0.0914
-0.0377,0.1118,-0.0377,517.5804,-0.0941
-0.0850,0.0367,-0.0850,517.4954,-0.0473
-0.1241,0.0265,-0.1241,517.3713,-0.0391
-0.1447,-0.0030,-0.1447,517.2266,-0.0206
-0.1380,-0.0500,-0.1380,517.0886,0.0067
-0.0626,-0.1739,-0.0626,517.0260,0.0754
-0.0119,-0.1368,-0.0119,517.0141,0.0507
0.0375,-0.1392,0.0375,517.0516,0.0494
0.1312,-0.2235,0.1312,517.1828,0.0937
0.1753,-0.1434,0.1753,517.3581,0.0441
0.2552,-0.2118,0.2552,517.6133,0.0799
0.2916,-0.1414,0.2916,517.9049,0.0364
0.3250,-0.1395,0.3250,518.2299,0.0334
0.3847,-0.1899,0.3847,518.6146,0.0597
0.4107,-0.1351,0.4107,519.0253,0.0260
0.4340,-0.1328,0.4340,519.4593,0.0233
0.4735,-0.1641,0.4735,519.9328,0.0395
0.4897,-0.1261,0.4897,520.4225,0.0162
0.5032,-0.1228,0.5032,520.9257,0.0135
0.5226,-0.1348,0.5226,521.4483,0.0194
0.5285,-0.1124,0.5285,521.9768,0.0059
0.5317,-0.1082,0.5317,522.5085,0.0032
0.5304,-0.1005,0.5304,523.0389,-0.0013
0.5258,-0.0945,0.5258,523.5647,-0.0046
0.5187,-0.0896,0.5187,524.0834,-0.0071
0.4968,-0.0624,0.4968,524.5802,-0.0219
0.4650,-0.0426,0.4650,525.0452,-0.0318
0.4455,-0.0617,0.4455,525.4907,-0.0195
0.4003,-0.0138,0.4003,525.8910,-0.0452
0.3745,-0.0443,0.3745,526.2655,-0.0258
0.3469,-0.0387,0.3469,526.6124,-0.0276
0.3174,-0.0327,0.3174,526.9298,-0.0295
0.2861,-0.0267,0.2861,527.2159,-0.0313
0.2183,0.0418,0.2183,527.4342,-0.0678
0.1819,-0.0082,0.1819,527.6161,-0.0364
0.1446,-0.0031,0.1446,527.7607,-0.0373
0.1183,-0.0193,0.1183,527.8790,-0.0263
0.0797,0.0053,0.0797,527.9587,-0.0386
0.0942,-0.0864,0.0942,528.0529,0.0145
0.1145,-0.0982,0.1145,528.1674,0.0203
0.1145,-0.0637,0.1145,528.2819,0.0000
0.1334,-0.0976,0.1334,528.4153,0.0189
0.1674,-0.1266,0.1674,528.5827,0.0340
0.1821,-0.0952,0.1821,528.7648,0.0147
0.1949,-0.0932,0.1949,528.9597,0.0128
0.2060,-0.0914,0.2060,529.1657,0.0111
0.2230,-0.1030,0.2230,529.3887,0.0170
0.2288,-0.0846,0.2288,529.6175,0.0058
0.2326,-0.0815,0.2326,529.8501,0.0038
0.2348,-0.0791,0.2348,530.0849,0.0022
0.2330,-0.0721,0.2330,530.3179,-0.0018
0.2294,-0.0687,0.2294,530.5473,-0.0036
0.2240,-0.0652,0.2240,530.7713,-0.0054
0.2168,-0.0615,0.2168,530.9881,-0.0072
0.1969,-0.0380,0.1969,531.1850,-0.0199
0.1843,-0.0492,0.1843,531.3693,-0.0126
0.1701,-0.0452,0.1701,531.5394,-0.0142
0.1795,-0.0862,0.1795,531.7189,0.0094
0.2142,-0.1325,0.2142,531.9331,0.0347
0.2808,-0.1931,0.2808,532.2139,0.0666
0.3109,-0.1340,0.3109,532.5248,0.0301
0.3380,-0.1315,0.3380,532.8628,0.0271
0.3625,-0.1294,0.3625,533.2253,0.0245
0.3844,-0.1271,0.3844,533.6097,0.0219
0.4201,-0.1540,0.4201,534.0298,0.0357
0.4341,-0.1185,0.4341,534.4639,0.0140
0.4536,-0.1297,0.4536,534.9175,0.0195
0.4593,-0.1069,0.4593,535.3768,0.0057
0.4623,-0.1026,0.4623,535.8391,0.0030
0.4628,-0.0984,0.4628,536.3019,0.0005
0.4606,-0.0937,0.4606,536.7625,-0.0022
0.4486,-0.0759,0.4486,537.2111,-0.0120
0.4387,-0.0786,0.4387,537.6498,-0.0099
0.4289,-0.0779,0.4289,538.0787,-0.0098
0.4396,-0.1138,0.4396,538.5183,0.0107
0.4581,-0.1289,0.4581,538.9764,0.0185
0.4636,-0.1073,0.4636,539.4400,0.0055
0.4663,-0.1029,0.4663,539.9063,0.0027
0.4663,-0.0983,0.4663,540.3726,0.0000
0.4637,-0.0937,0.4637,540.8363,-0.0026
0.4584,-0.0887,0.4584,541.2947,-0.0053
0.4506,-0.0837,0.4506,541.7453,-0.0078
0.4402,-0.0784,0.4402,542.1855,-0.0104
0.4273,-0.0729,0.4273,542.6128,-0.0129
0.4120,-0.0674,0.4120,543.0248,-0.0153
0.3942,-0.0615,0.3942,543.4190,-0.0178
0.3741,-0.0557,0.3741,543.7931,-0.0201
0.3516,-0.0496,0.3516,544.1447,-0.0225
0.3269,-0.0435,0.3269,544.4716,-0.0247
0.3001,-0.0374,0.3001,544.7717,-0.0268
0.2648,-0.0196,0.2648,545.0365,-0.0353
0.2619,-0.0745,0.2619,545.2984,-0.0029
0.2694,-0.0929,0.2694,545.5678,0.0075
0.2754,-0.0909,0.2754,545.8432,0.0060
0.2808,-0.0905,0.2808,546.1240,0.0054
0.2775,-0.0754,0.2775,546.4015,-0.0033
0.2726,-0.0722,0.2726,546.6741,-0.0049
0.2655,-0.0678,0.2655,546.9396,-0.0071
0.2564,-0.0636,0.2564,547.1960,-0.0091
0.2452,-0.0590,0.2452,547.4412,-0.0112
0.2168,-0.0271,0.2168,547.6580,-0.0284
0.1997,-0.0447,0.1997,547.8577,-0.0171
0.1809,-0.0400,0.1809,548.0386,-0.0188
0.1603,-0.0350,0.1603,548.1989,-0.0206
0.1380,-0.0300,0.1380,548.3369,-0.0223
0.1140,-0.0249,0.1140,548.4509,-0.0240
0.0885,-0.0199,0.0885,548.5394,-0.0255
0.0615,-0.0148,0.0615,548.6009,-0.0270
0.0332,-0.0099,0.0332,548.6341,-0.0283
0.0035,-0.0047,0.0035,548.6376,-0.0297
-0.0274,0.0003,-0.0274,548.6102,-0.0309
-0.0594,0.0052,-0.0594,548.5508,-0.0320
-0.1263,0.0709,-0.1263,548.4245,-0.0669
-0.1611,0.0196,-0.1611,548.2634,-0.0348
-0.1960,0.0231,-0.1960,548.0674,-0.0349
-0.2309,0.0265,-0.2309,547.8365,-0.0349
-0.2657,0.0296,-0.2657,547.5708,-0.0348
-0.3094,0.0490,-0.3094,547.2614,-0.0437
-0.3099,-0.0244,-0.3099,546.9515,-0.0005
-0.3098,-0.0254,-0.3098,546.6417,0.0001
-0.3100,-0.0248,-0.3100,546.3317,-0.0002
-0.3110,-0.0234,-0.3110,546.0207,-0.0010
-0.3110,-0.0250,-0.3110,545.7097,0.0000
-0.3128,-0.0218,-0.3128,545.3969,-0.0018
-0.3140,-0.0226,-0.3140,545.0829,-0.0012
-0.3153,-0.0223,-0.3153,544.7676,-0.0013
-0.3168,-0.0218,-0.3168,544.4508,-0.0015
-0.3203,-0.0180,-0.3203,544.1305,-0.0035
-0.3245,-0.0164,-0.3245,543.8060,-0.0042
-0.3267,-0.0196,-0.3267,543.4793,-0.0022
-0.3291,-0.0190,-0.3291,543.1502,-0.0024
-0.2996,-0.0760,-0.2996,542.8506,0.0295
-0.2651,-0.0877,-0.2651,542.5855,0.0345
-0.2300,-0.0921,-0.2300,542.3555,0.0351
-0.1957,-0.0939,-0.1957,542.1598,0.0343
-0.1625,-0.0952,-0.1625,541.9973,0.0332
-0.1305,-0.0962,-0.1305,541.8668,0.0320
-0.0997,-0.0971,-0.0997,541.7671,0.0308
-0.0701,-0.0978,-0.0701,541.6970,0.0296
-0.0153,-0.1459,-0.0153,541.6817,0.0548
0.0099,-0.0979,0.0099,541.6916,0.0252
0.0333,-0.0971,0.0333,541.7249,0.0234
0.0753,-0.1327,0.0753,541.8002,0.0420
0.0938,-0.0946,0.0938,541.8940,0.0185
0.1104,-0.0929,0.1104,542.0044,0.0166
0.1254,-0.0916,0.1254,542.1298,0.0150
0.1505,-0.1112,0.1505,542.2803,0.0251
0.1606,-0.0867,0.1606,542.4409,0.0101
0.1688,-0.0842,0.1688,542.6097,0.0082
0.1752,-0.0818,0.1752,542.7849,0.0064
0.1799,-0.0794,0.1799,542.9648,0.0047
0.1828,-0.0766,0.1828,543.1476,0.0029
0.1839,-0.0737,0.1839,543.3315,0.0011
0.1833,-0.0707,0.1833,543.5148,-0.0006
0.1808,-0.0673,0.1808,543.6956,-0.0025
0.1766,-0.0640,0.1766,543.8722,-0.0042
0.1705,-0.0602,0.1705,544.0427,-0.0061
0.1628,-0.0568,0.1628,544.2055,-0.0077
0.1533,-0.0528,0.1533,544.3588,-0.0095
0.1421,-0.0489,0.1421,544.5009,-0.0112
0.1292,-0.0448,0.1292,544.6301,-0.0129
0.1149,-0.0411,0.1149,544.7450,-0.0143
0.1096,-0.0559,0.1096,544.8546,-0.0053
0.1017,-0.0507,0.1017,544.9563,-0.0079
0.1025,-0.0656,0.1025,545.0588,0.0008
0.1100,-0.0777,0.1100,545.1688,0.0075
0.1158,-0.0754,0.1158,545.2846,0.0058
0.1199,-0.0729,0.1199,545.4045,0.0041
0.1222,-0.0701,0.1222,545.5267,0.0023
0.1229,-0.0674,0.1229,545.6496,0.0007
0.1219,-0.0645,0.1219,545.7715,-0.0010
0.1191,-0.0611,0.1191,545.8906,-0.0028
0.1147,-0.0580,0.1147,546.0053,-0.0044
0.1086,-0.0546,0.1086,546.1139,-0.0061
0.1008,-0.0509,0.1008,546.2147,-0.0078
0.0915,-0.0475,0.0915,546.3062,-0.0093
0.0915,-0.0633,0.0915,546.3977,0.0000
0.0806,-0.0438,0.0806,546.4783,-0.0109
0.0681,-0.0399,0.0681,546.5464,-0.0125
0.0540,-0.0358,0.0540,546.6004,-0.0141
0.0385,-0.0320,0.0385,546.6389,-0.0155
0.0216,-0.0280,0.0216,546.6605,-0.0169
0.0033,-0.0239,0.0033,546.6638,-0.0183
-0.0162,-0.0200,-0.0162,546.6476,-0.0195
0.1234,-0.3037,0.1234,546.7710,0.1396
0.0605,0.0465,0.0605,546.8315,-0.0629
-0.0287,0.0997,-0.0287,546.8028,-0.0892
-0.0240,-0.0604,-0.0240,546.7788,0.0047
-0.0225,-0.0551,-0.0225,546.7563,0.0015
-0.0223,-0.0529,-0.0223,546.7340,0.0002
-0.0232,-0.0509,-0.0232,546.7108,-0.0009
-0.0253,-0.0487,-0.0253,546.6855,-0.0021
-0.0284,-0.0467,-0.0284,546.6571,-0.0031
-0.0327,-0.0442,-0.0327,546.6244,-0.0043
-0.0382,-0.0417,-0.0382,546.5862,-0.0055
-0.0447,-0.0394,-0.0447,546.5415,-0.0065
-0.0608,-0.0215,-0.0608,546.4807,-0.0161
-0.0705,-0.0315,-0.0705,546.4102,-0.0097
-0.0810,-0.0291,-0.0810,546.3292,-0.0105
-0.0925,-0.0263,-0.0925,546.2367,-0.0115
-0.1048,-0.0237,-0.1048,546.1319,-0.0123
-0.1181,-0.0208,-0.1181,546.0138,-0.0133
-0.1321,-0.0182,-0.1321,545.8817,-0.0140
-0.1469,-0.0155,-0.1469,545.7348,-0.0148
-0.1624,-0.0128,-0.1624,545.5724,-0.0155
-0.1787,-0.0099,-0.1787,545.3937,-0.0163
-0.1955,-0.0074,-0.1955,545.1982,-0.0168
-0.2309,0.0276,-0.2309,544.9673,-0.0354
-0.2493,0.0005,-0.2493,544.7180,-0.0184
-0.2679,0.0026,-0.2679,544.4501,-0.0186
-0.2868,0.0050,-0.2868,544.1633,-0.0189
-0.3059,0.0071,-0.3059,543.8574,-0.0191
-0.3252,0.0094,-0.3252,543.5322,-0.0193
-0.3446,0.0114,-0.3446,543.1876,-0.0194
-0.3641,0.0135,-0.3641,542.8235,-0.0195
-0.3836,0.0153,-0.3836,542.4399,-0.0195
-0.4030,0.0171,-0.4030,542.0369,-0.0194
-0.4223,0.0188,-0.4223,541.6146,-0.0193
-0.4413,0.0201,-0.4413,541.1733,-0.0190
-0.4786,0.0548,-0.4786,540.6947,-0.0373
-0.5143,0.0555,-0.5143,540.1804,-0.0357
-0.5311,0.0250,-0.5311,539.6493,-0.0168
-0.5471,0.0253,-0.5471,539.1022,-0.0160
-0.5618,0.0245,-0.5618,538.5404,-0.0147
-0.5762,0.0254,-0.5762,537.9642,-0.0144
-0.5754,-0.0004,-0.5754,537.3888,0.0008
-0.5634,-0.0206,-0.5634,536.8254,0.0120
-0.5466,-0.0303,-0.5466,536.2788,0.0168
-0.5292,-0.0329,-0.5292,535.7496,0.0174
-0.5114,-0.0352,-0.5114,535.2382,0.0178
-0.4745,-0.0711,-0.4745,534.7637,0.0369
-0.4556,-0.0423,-0.4556,534.3081,0.0189
-0.4367,-0.0440,-0.4367,533.8714,0.0189
-0.4179,-0.0456,-0.4179,533.4535,0.0188
-0.3990,-0.0475,-0.3990,533.0545,0.0189
-0.3614,-0.0829,-0.3614,532.6931,0.0376
-0.3428,-0.0523,-0.3428,532.3503,0.0186
-0.3245,-0.0535,-0.3245,532.0258,0.0183
-0.2891,-0.0859,-0.2891,531.7367,0.0354
-0.2720,-0.0564,-0.2720,531.4647,0.0171
-0.2555,-0.0569,-0.2555,531.2092,0.0165
-0.2396,-0.0574,-0.2396,530.9696,0.0159
-0.2243,-0.0578,-0.2243,530.7453,0.0153
-0.2096,-0.0581,-0.2096,530.5357,0.0147
-0.1944,-0.0604,-0.1944,530.3413,0.0152
-0.1396,-0.1329,-0.1396,530.2017,0.0548
-0.1052,-0.1015,-0.1052,530.0965,0.0344
-0.0719,-0.1028,-0.0719,530.0246,0.0333
-0.0401,-0.1032,-0.0401,529.9845,0.0318
-0.0099,-0.1034,-0.0099,529.9746,0.0302
0.0187,-0.1034,0.0187,529.9933,0.0286
0.0455,-0.1029,0.0455,530.0388,0.0268
0.0705,-0.1022,0.0705,530.1093,0.0250
0.0940,-0.1019,0.0940,530.2033,0.0235
0.0940,-0.0620,0.0940,530.2973,0.0000
0.1158,-0.1011,0.1158,530.4131,0.0218
0.1363,-0.1009,0.1363,530.5494,0.0205
0.1552,-0.0999,0.1552,530.7046,0.0189
0.1723,-0.0985,0.1723,530.8769,0.0171
0.1876,-0.0969,0.1876,531.0645,0.0153
0.2011,-0.0952,0.2011,531.2656,0.0135
0.2128,-0.0933,0.2128,531.4784,0.0117
0.2128,-0.0734,0.2128,531.6912,0.0000
0.2226,-0.0910,0.2226,531.9138,0.0098
0.2306,-0.0887,0.2306,532.1444,0.0080
0.2367,-0.0861,0.2367,532.3811,0.0061
0.2409,-0.0833,0.2409,532.6220,0.0042
0.2432,-0.0803,0.2432,532.8652,0.0023
0.2436,-0.0771,0.2436,533.1088,0.0004
0.2420,-0.0736,0.2420,533.3508,-0.0016
0.2384,-0.0699,0.2384,533.5892,-0.0036
0.2330,-0.0663,0.2330,533.8222,-0.0054
0.2257,-0.0624,0.2257,534.0479,-0.0073
0.2165,-0.0584,0.2165,534.2644,-0.0092
0.2165,-0.0740,0.2165,534.4809,0.0000
0.2054,-0.0541,0.2054,534.6863,-0.0111
0.1925,-0.0498,0.1925,534.8788,-0.0129
0.1778,-0.0454,0.1778,535.0566,-0.0147
0.1613,-0.0408,0.1613,535.2179,-0.0165
0.1432,-0.0364,0.1432,535.3611,-0.0181
0.1234,-0.0316,0.1234,535.4845,-0.0198
0.1020,-0.0269,0.1020,535.5865,-0.0214
0.0791,-0.0222,0.0791,535.6656,-0.0229
0.0791,-0.0611,0.0791,535.7447,0.0000
0.0555,-0.0187,0.0555,535.8002,-0.0236
0.0369,-0.0255,0.0369,535.8371,-0.0186
0.0181,-0.0233,0.0181,535.8552,-0.0188
0.0035,-0.0291,0.0035,535.8587,-0.0146
-0.0087,-0.0320,-0.0087,535.8500,-0.0122
-0.0087,-0.0528,-0.0087,535.8413,0.0000
-0.0221,-0.0287,-0.0221,535.8192,-0.0134
-0.0369,-0.0249,-0.0369,535.7823,-0.0148
-0.0529,-0.0213,-0.0529,535.7294,-0.0160
-0.0700,-0.0178,-0.0700,535.6594,-0.0171
-0.1073,0.0200,-0.1073,535.5521,-0.0373
-0.1073,-0.0434,-0.1073,535.4448,0.0000
-0.1272,-0.0076,-0.1272,535.3176,-0.0199
-0.1482,-0.0037,-0.1482,535.1694,-0.0210
-0.1699,-0.0005,-0.1699,534.9995,-0.0217
-0.1923,0.0029,-0.1923,534.8072,-0.0224
-0.1923,-0.0352,-0.1923,534.6149,0.0000
-0.2153,0.0061,-0.2153,534.3996,-0.0230
-0.2392,0.0099,-0.2392,534.1604,-0.0239
-0.2636,0.0131,-0.2636,533.8968,-0.0244
-0.2884,0.0162,-0.2884,533.6084,-0.0248
-0.3135,0.0191,-0.3135,533.2949,-0.0251
-0.3389,0.0221,-0.3389,532.9560,-0.0254
-0.3644,0.0247,-0.3644,532.5916,-0.0255
-0.3899,0.0272,-0.3899,532.2017,-0.0255
-0.4154,0.0296,-0.4154,531.7863,-0.0255
-0.4408,0.0319,-0.4408,531.3455,-0.0254
-0.4658,0.0337,-0.4658,530.8797,-0.0250
-0.4906,0.0357,-0.4906,530.3891,-0.0248
-0.5149,0.0372,-0.5149,529.8742,-0.0243
-0.5387,0.0387,-0.5387,529.3355,-0.0238
-0.5618,0.0398,-0.5618,528.7737,-0.0231
-0.5843,0.0409,-0.5843,528.1894,-0.0225
-0.6060,0.0417,-0.6060,527.5834,-0.0217
-0.6269,0.0424,-0.6269,526.9565,-0.0209
-0.6460,0.0412,-0.6460,526.3105,-0.0191
-0.6460,0.0088,-0.6460,525.6645,0.0000
-0.6603,0.0345,-0.6603,525.0042,-0.0143
-0.6467,-0.0141,-0.6467,524.3575,0.0136
-0.6213,-0.0365,-0.6213,523.7362,0.0254
-0.5952,-0.0401,-0.5952,523.1410,0.0261
-0.5685,-0.0436,-0.5685,522.5725,0.0267
-0.5414,-0.0468,-0.5414,522.0311,0.0271
-0.4863,-0.0996,-0.4863,521.5448,0.0551
-0.4584,-0.0560,-0.4584,521.0864,0.0279
-0.4309,-0.0579,-0.4309,520.6555,0.0275
-0.3767,-0.1084,-0.3767,520.2788,0.0542
-0.3502,-0.0638,-0.3502,519.9286,0.0265
-0.3246,-0.0646,-0.3246,519.6040,0.0256
-0.2997,-0.0658,-0.2997,519.3043,0.0249
-0.2753,-0.0672,-0.2753,519.0290,0.0244
-0.2517,-0.0681,-0.2517,518.7773,0.0236
-0.2289,-0.0689,-0.2289,518.5484,0.0228
-0.2067,-0.0699,-0.2067,518.3417,0.0222
-0.1851,-0.0710,-0.1851,518.1566,0.0216
-0.1851,-0.0342,-0.1851,517.9715,0.0000
-0.1653,-0.0697,-0.1653,517.8062,0.0198
-0.1415,-0.0788,-0.1415,517.6647,0.0238
-0.1298,-0.0593,-0.1298,517.5349,0.0117
-0.1254,-0.0473,-0.1254,517.4095,0.0044
-0.1219,-0.0461,-0.1219,517.2876,0.0035
-0.1192,-0.0450,-0.1192,517.1684,0.0027
-0.1174,-0.0436,-0.1174,517.0510,0.0018
-0.1164,-0.0423,-0.1164,516.9346,0.0010
-0.1162,-0.0410,-0.1162,516.8184,0.0002
-0.1169,-0.0394,-0.1169,516.7015,-0.0007
-0.1185,-0.0377,-0.1185,516.5830,-0.0016
-0.1209,-0.0361,-0.1209,516.4621,-0.0024
-0.1241,-0.0344,-0.1241,516.3380,-0.0032
-0.1282,-0.0325,-0.1282,516.2098,-0.0041
-0.1330,-0.0308,-0.1330,516.0768,-0.0048
-0.1451,-0.0172,-0.1451,515.9317,-0.0121
-0.1523,-0.0249,-0.1523,515.7794,-0.0072
-0.1602,-0.0229,-0.1602,515.6192,-0.0079
-0.1779,-0.0046,-0.1779,515.4413,-0.0177
-0.1878,-0.0169,-0.1878,515.2535,-0.0099
-0.1982,-0.0150,-0.1982,515.0553,-0.0104
-0.2091,-0.0131,-0.2091,514.8462,-0.0109
-0.2205,-0.0111,-0.2205,514.6257,-0.0114
-0.2324,-0.0091,-0.2324,514.3933,-0.0119
-0.2433,-0.0098,-0.2433,514.1500,-0.0109
-0.2644,0.0096,-0.2644,513.8856,-0.0211
-0.2384,-0.0729,-0.2384,513.6472,0.0260
-0.2237,-0.0551,-0.2237,513.4235,0.0147
-0.2088,-0.0568,-0.2088,513.2147,0.0149
-0.1946,-0.0570,-0.1946,513.0201,0.0142
-0.1686,-0.0795,-0.1686,512.8515,0.0260
-0.1568,-0.0564,-0.1568,512.6947,0.0118
-0.1459,-0.0559,-0.1459,512.5488,0.0109
-0.1266,-0.0720,-0.1266,512.4222,0.0193
-0.1107,-0.0677,-0.1107,512.3115,0.0159
-0.0989,-0.0619,-0.0989,512.2126,0.0118
-0.0914,-0.0553,-0.0914,512.1212,0.0075
-0.0884,-0.0479,-0.0884,512.0328,0.0030
-0.0886,-0.0424,-0.0886,511.9442,-0.0002
-0.0899,-0.0404,-0.0899,511.8543,-0.0013
-0.0922,-0.0385,-0.0922,511.7621,-0.0023
-0.0955,-0.0365,-0.0955,511.6666,-0.0033
-0.1052,-0.0247,-0.1052,511.5614,-0.0097
-0.1115,-0.0298,-0.1115,511.4499,-0.0063
-0.1187,-0.0276,-0.1187,511.3312,-0.0072
-0.1269,-0.0251,-0.1269,511.2043,-0.0082
-0.1456,-0.0055,-0.1456,511.0587,-0.0187
-0.1563,-0.0181,-0.1563,510.9024,-0.0107
-0.1795,0.0054,-0.1795,510.7229,-0.0232
-0.1920,-0.0116,-0.1920,510.5309,-0.0125
-0.2050,-0.0095,-0.2050,510.3259,-0.0130
-0.2325,0.0178,-0.2325,510.0934,-0.0275
-0.2469,-0.0030,-0.2469,509.8465,-0.0144
-0.2763,0.0253,-0.2763,509.5702,-0.0294
-0.2913,0.0022,-0.2913,509.2789,-0.0150
-0.3062,0.0035,-0.3062,508.9727,-0.0149
-0.3212,0.0051,-0.3212,508.6515,-0.0150
-0.3359,0.0061,-0.3359,508.3156,-0.0147
-0.3510,0.0082,-0.3510,507.9646,-0.0151
-0.3495,-0.0201,-0.3495,507.6151,0.0015
-0.3422,-0.0306,-0.3422,507.2729,0.0073
-0.3316,-0.0372,-0.3316,506.9413,0.0106
-0.3210,-0.0382,-0.3210,506.6203,0.0106
-0.3106,-0.0388,-0.3106,506.3097,0.0104
-0.3003,-0.0396,-0.3003,506.0094,0.0103
-0.2903,-0.0400,-0.2903,505.7191,0.0100
-0.2804,-0.0407,-0.2804,505.4387,0.0099
-0.2708,-0.0411,-0.2708,505.1679,0.0096
-0.2616,-0.0413,-0.2616,504.9063,0.0092
-0.2526,-0.0418,-0.2526,504.6537,0.0090
-0.2440,-0.0419,-0.2440,504.4097,0.0086
-0.2358,-0.0420,-0.2358,504.1739,0.0082
-0.2358,-0.0280,-0.2358,503.9381,0.0000
-0.2280,-0.0420,-0.2280,503.7101,0.0078
-0.2133,-0.0551,-0.2133,503.4968,0.0147
-0.2066,-0.0421,-0.2066,503.2902,0.0067
-0.2004,-0.0418,-0.2004,503.0898,0.0062
-0.1896,-0.0506,-0.1896,502.9002,0.0108
-0.1850,-0.0405,-0.1850,502.7152,0.0046
-0.1810,-0.0399,-0.1810,502.5342,0.0040
-0.1776,-0.0391,-0.1776,502.3566,0.0034
-0.1748,-0.0384,-0.1748,502.1818,0.0028
-0.1726,-0.0375,-0.1726,502.0092,0.0022
-0.1699,-0.0386,-0.1699,501.8393,0.0027
-0.1695,-0.0347,-0.1695,501.6698,0.0004
-0.1706,-0.0321,-0.1706,501.4992,-0.0011
-0.1721,-0.0312,-0.1721,501.3271,-0.0015
-0.1741,-0.0302,-0.1741,501.1530,-0.0020
-0.1768,-0.0287,-0.1768,500.9762,-0.0027
-0.1800,-0.0275,-0.1800,500.7962,-0.0032
-0.1882,-0.0182,-0.1882,500.6080,-0.0082
-0.1931,-0.0234,-0.1931,500.4149,-0.0049
-0.1985,-0.0220,-0.1985,500.2164,-0.0054
-0.2108,-0.0091,-0.2108,500.0056,-0.0123
-0.2176,-0.0177,-0.2176,499.7880,-0.0068
-0.2248,-0.0164,-0.2248,499.5632,-0.0072
-0.2311,-0.0173,-0.2311,499.3321,-0.0063
-0.2337,-0.0233,-0.2337,499.0984,-0.0026
-0.2294,-0.0354,-0.2294,498.8690,0.0043
-0.2199,-0.0451,-0.2199,498.6491,0.0095
-0.2055,-0.0548,-0.2055,498.4436,0.0144
-0.1910,-0.0563,-0.1910,498.2526,0.0145
-0.1771,-0.0566,-0.1771,498.0755,0.0139
-0.1640,-0.0565,-0.1640,497.9115,0.0131
-0.1515,-0.0566,-0.1515,497.7600,0.0125
-0.1290,-0.0758,-0.1290,497.6310,0.0225
-0.1190,-0.0554,-0.1190,497.5120,0.0100
-0.1190,-0.0384,-0.1190,497.3930,0.0000
-0.1015,-0.0698,-0.1015,497.2915,0.0175
-0.0939,-0.0537,-0.0939,497.1976,0.0076
-0.0874,-0.0525,-0.0874,497.1102,0.0065
-0.0772,-0.0597,-0.0772,497.0330,0.0102
-0.0735,-0.0490,-0.0735,496.9595,0.0037
-0.0709,-0.0474,-0.0709,496.8886,0.0026
